EmployeeNumber,Age,Attrition,Business_Travel,DailyRate,Department,Distance_From_Home,Education_in_years,Education_Field,Emp_count,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Age_Over18,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Std_working_hours,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
902,43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,4,Female              ,33,3,2,Healthcare Representative               ,4,Married                                 ,5562.0,21782.0,4,Y         ,No        ,13.0,3,2,80,1,12.0,2,2,5.0,2.0,2.0,2.0
903,47,No,Travel_Rarely,249,Sales,2,2,Marketing,1,3,Female              ,35,3,2,Sales Executive                         ,4,Married                                 ,4537.0,17783.0,0,Y         ,Yes       ,22.0,4,1,80,1,8.0,2,3,7.0,6.0,7.0,7.0
904,37,No,Non-Travel,1252,Sales,19,2,Medical,1,1,Male                ,32,3,3,Sales Executive                         ,2,Single                                  ,7642.0,4814.0,1,Y         ,Yes       ,13.0,3,4,80,0,10.0,2,3,10.0,0.0,0.0,9.0
905,50,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,1,Male                ,98,3,4,Manager                                 ,1,Divorced                                ,17924.0,4544.0,1,Y         ,No        ,11.0,3,4,80,1,31.0,3,3,31.0,6.0,14.0,7.0
909,39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4,Female              ,42,2,2,Human Resources                         ,4,Married                                 ,5204.0,7790.0,8,Y         ,No        ,11.0,3,3,80,2,13.0,2,3,5.0,4.0,0.0,4.0
910,33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,4,Male                ,57,3,1,Human Resources                         ,2,Divorced                                ,2277.0,22650.0,3,Y         ,Yes       ,11.0,3,3,80,1,7.0,4,4,4.0,3.0,0.0,3.0
911,32,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,1,Male                ,87,3,1,Laboratory Technician                   ,4,Single                                  ,2795.0,18016.0,1,Y         ,Yes       ,24.0,4,3,80,0,1.0,2,1,1.0,0.0,0.0,1.0
912,29,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,1,Female              ,62,2,1,Laboratory Technician                   ,4,Divorced                                ,2532.0,6054.0,6,Y         ,No        ,14.0,3,3,80,3,8.0,5,3,4.0,3.0,0.0,3.0
913,44,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,2,Male                ,61,3,1,Research Scientist                      ,1,Married                                 ,2559.0,7508.0,1,Y         ,Yes       ,13.0,3,4,80,0,8.0,0,3,8.0,7.0,7.0,1.0
916,28,No,Travel_Rarely,821,Sales,5,4,Medical,1,1,Male                ,98,3,2,Sales Executive                         ,4,Single                                  ,4908.0,24252.0,1,Y         ,No        ,14.0,3,2,80,0,4.0,3,3,4.0,2.0,0.0,2.0
918,58,Yes,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4,Male                ,57,2,1,Laboratory Technician                   ,4,Divorced                                ,2380.0,13384.0,9,Y         ,Yes       ,14.0,3,4,80,1,3.0,3,2,1.0,0.0,0.0,0.0
920,43,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,1,Female              ,55,3,2,Manufacturing Director                  ,2,Divorced                                ,4765.0,23814.0,4,Y         ,No        ,21.0,4,3,80,1,4.0,2,4,1.0,0.0,0.0,0.0
922,20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,3,Female              ,49,2,1,Sales Representative                    ,3,Single                                  ,2044.0,22052.0,1,Y         ,No        ,13.0,3,4,80,0,2.0,3,2,2.0,2.0,0.0,2.0
923,21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,1,4,Female              ,65,3,1,Research Scientist                      ,4,Single                                  ,2693.0,8870.0,1,Y         ,No        ,19.0,3,1,80,0,1.0,3,2,1.0,0.0,0.0,0.0
924,36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,3,Male                ,68,3,2,Healthcare Representative               ,4,Married                                 ,6586.0,4821.0,0,Y         ,Yes       ,17.0,3,1,80,1,17.0,2,2,16.0,8.0,4.0,11.0
925,47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,4,Female              ,65,2,1,Sales Representative                    ,4,Single                                  ,3294.0,13137.0,1,Y         ,Yes       ,18.0,3,1,80,0,3.0,3,2,3.0,2.0,1.0,2.0
926,22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,2,Female              ,34,3,2,Manufacturing Director                  ,3,Married                                 ,4171.0,10022.0,0,Y         ,Yes       ,19.0,3,1,80,1,4.0,3,4,3.0,2.0,0.0,2.0
927,41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,2,Female              ,57,1,1,Laboratory Technician                   ,4,Divorced                                ,2778.0,17725.0,4,Y         ,Yes       ,13.0,3,3,80,1,10.0,1,2,7.0,7.0,1.0,0.0
930,28,No,Travel_Rarely,995,Research & Development,9,3,Medical,1,3,Female              ,77,3,1,Research Scientist                      ,3,Divorced                                ,2377.0,9834.0,5,Y         ,No        ,18.0,3,2,80,1,6.0,2,3,2.0,2.0,2.0,2.0
932,39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,1,4,Male                ,70,3,1,Laboratory Technician                   ,1,Married                                 ,2404.0,4303.0,7,Y         ,Yes       ,21.0,4,4,80,0,8.0,2,1,2.0,2.0,2.0,2.0
933,27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,2,Female              ,76,3,1,Research Scientist                      ,3,Single                                  ,2318.0,17808.0,1,Y         ,No        ,19.0,3,3,80,0,1.0,2,3,1.0,1.0,0.0,0.0
934,34,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,2,Male                ,83,3,1,Laboratory Technician                   ,2,Divorced                                ,2008.0,6896.0,1,Y         ,No        ,14.0,3,2,80,2,1.0,3,3,1.0,0.0,1.0,0.0
936,42,No,Travel_Rarely,462,Sales,14,2,Medical,1,3,Female              ,68,2,2,Sales Executive                         ,3,Single                                  ,6244.0,7824.0,7,Y         ,No        ,17.0,3,1,80,0,10.0,6,3,5.0,4.0,0.0,3.0
939,33,No,Travel_Rarely,1198,Research & Development,1,4,Other,1,3,Male                ,100,2,1,Research Scientist                      ,1,Single                                  ,2799.0,3339.0,3,Y         ,Yes       ,11.0,3,2,80,0,6.0,1,3,3.0,2.0,0.0,2.0
940,58,No,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,1,3,Female              ,37,2,3,Healthcare Representative               ,2,Divorced                                ,10552.0,9255.0,2,Y         ,Yes       ,13.0,3,4,80,1,24.0,3,3,6.0,0.0,0.0,4.0
941,31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,2,Male                ,41,2,1,Sales Representative                    ,3,Married                                 ,2329.0,11737.0,3,Y         ,No        ,15.0,3,2,80,0,13.0,2,4,7.0,7.0,5.0,2.0
942,35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,4,Female              ,51,3,2,Healthcare Representative               ,4,Married                                 ,4014.0,19170.0,1,Y         ,Yes       ,25.0,4,4,80,1,10.0,2,1,10.0,6.0,0.0,7.0
944,49,No,Travel_Rarely,527,Research & Development,8,2,Other,1,1,Female              ,51,3,3,Laboratory Technician                   ,2,Married                                 ,7403.0,22477.0,4,Y         ,No        ,11.0,3,3,80,1,29.0,3,2,26.0,9.0,1.0,7.0
945,48,No,Travel_Rarely,1469,Research & Development,20,4,Medical,1,4,Male                ,51,3,1,Research Scientist                      ,3,Married                                 ,2259.0,5543.0,4,Y         ,No        ,17.0,3,1,80,2,13.0,2,2,0.0,0.0,0.0,0.0
947,31,No,Non-Travel,1188,Sales,20,2,Marketing,1,4,Female              ,45,3,2,Sales Executive                         ,3,Married                                 ,6932.0,24406.0,1,Y         ,No        ,13.0,3,4,80,1,9.0,2,2,9.0,8.0,0.0,0.0
949,36,No,Travel_Rarely,188,Research & Development,7,4,Other,1,2,Male                ,65,3,1,Research Scientist                      ,4,Single                                  ,4678.0,23293.0,2,Y         ,No        ,18.0,3,3,80,0,8.0,6,3,6.0,2.0,0.0,1.0
950,38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,4,Female              ,80,3,3,Research Director                       ,1,Married                                 ,13582.0,16292.0,1,Y         ,No        ,13.0,3,2,80,1,15.0,3,3,15.0,12.0,5.0,11.0
951,32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,3,Female              ,70,2,1,Laboratory Technician                   ,2,Married                                 ,2332.0,3974.0,6,Y         ,No        ,20.0,4,3,80,0,5.0,3,3,3.0,0.0,0.0,2.0
952,25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,1,3,Male                ,36,2,1,Sales Representative                    ,2,Married                                 ,2413.0,18798.0,1,Y         ,Yes       ,18.0,3,3,80,3,1.0,2,3,1.0,0.0,0.0,0.0
954,40,No,Travel_Rarely,658,Sales,10,4,Marketing,1,1,Male                ,67,2,3,Sales Executive                         ,2,Divorced                                ,9705.0,20652.0,2,Y         ,No        ,12.0,3,2,80,1,11.0,2,2,1.0,0.0,0.0,0.0
956,26,No,Travel_Frequently,1283,Sales,1,3,Medical,1,3,Male                ,52,2,2,Sales Executive                         ,1,Single                                  ,4294.0,11148.0,1,Y         ,No        ,12.0,3,2,80,0,7.0,2,3,7.0,7.0,0.0,7.0
957,41,No,Travel_Rarely,263,Research & Development,6,3,Medical,1,4,Male                ,59,3,1,Laboratory Technician                   ,1,Single                                  ,4721.0,3119.0,2,Y         ,Yes       ,13.0,3,3,80,0,20.0,3,3,18.0,13.0,2.0,17.0
958,36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,3,Male                ,79,3,1,Laboratory Technician                   ,3,Single                                  ,2519.0,12287.0,4,Y         ,No        ,21.0,4,3,80,0,16.0,6,3,11.0,8.0,3.0,9.0
959,19,Yes,Travel_Rarely,419,Sales,21,3,Other,1,4,Male                ,37,2,1,Sales Representative                    ,2,Single                                  ,2121.0,9947.0,1,Y         ,Yes       ,13.0,3,2,80,0,1.0,3,4,1.0,0.0,0.0,0.0
960,20,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,1,Male                ,84,3,1,Laboratory Technician                   ,1,Single                                  ,2973.0,13008.0,1,Y         ,No        ,19.0,3,2,80,0,1.0,2,3,1.0,0.0,0.0,0.0
961,31,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,4,Female              ,41,3,2,Healthcare Representative               ,4,Married                                 ,5855.0,17369.0,0,Y         ,Yes       ,11.0,3,3,80,2,10.0,2,1,9.0,7.0,8.0,5.0
964,40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,1,4,Male                ,35,3,1,Research Scientist                      ,2,Divorced                                ,3617.0,25063.0,8,Y         ,Yes       ,14.0,3,4,80,1,3.0,2,3,1.0,1.0,0.0,0.0
966,32,No,Travel_Rarely,498,Research & Development,3,4,Medical,1,3,Female              ,93,3,2,Manufacturing Director                  ,1,Married                                 ,6725.0,13554.0,1,Y         ,No        ,12.0,3,3,80,1,8.0,2,4,8.0,7.0,6.0,3.0
967,36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,3,Male                ,51,2,3,Sales Executive                         ,4,Married                                 ,10325.0,5518.0,1,Y         ,Yes       ,11.0,3,1,80,1,16.0,6,3,16.0,7.0,3.0,7.0
969,33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,2,Female              ,42,2,2,Healthcare Representative               ,4,Single                                  ,6949.0,12291.0,0,Y         ,No        ,14.0,3,1,80,0,6.0,3,3,5.0,0.0,1.0,4.0
970,37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,1,Male                ,46,2,3,Sales Executive                         ,3,Married                                 ,10609.0,14922.0,5,Y         ,No        ,11.0,3,3,80,0,17.0,2,1,14.0,1.0,11.0,7.0
972,45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,3,Male                ,57,3,2,Laboratory Technician                   ,2,Married                                 ,4447.0,23163.0,1,Y         ,No        ,12.0,3,2,80,0,9.0,5,2,9.0,7.0,0.0,8.0
974,29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,3,Female              ,84,3,1,Sales Representative                    ,4,Married                                 ,2157.0,18203.0,1,Y         ,No        ,15.0,3,2,80,1,3.0,5,3,3.0,1.0,0.0,2.0
975,35,No,Travel_Rarely,1219,Sales,18,3,Medical,1,3,Female              ,86,3,2,Sales Executive                         ,3,Married                                 ,4601.0,6179.0,1,Y         ,No        ,16.0,3,2,80,0,5.0,3,3,5.0,2.0,1.0,0.0
976,52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,4,Male                ,70,3,4,Manager                                 ,4,Married                                 ,17099.0,13829.0,2,Y         ,No        ,15.0,3,2,80,1,26.0,2,2,9.0,8.0,7.0,8.0
977,58,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,4,Male                ,51,3,1,Research Scientist                      ,3,Single                                  ,2479.0,26227.0,4,Y         ,No        ,24.0,4,1,80,0,7.0,4,3,1.0,0.0,0.0,0.0
981,53,No,Travel_Rarely,1376,Sales,2,2,Medical,1,3,Male                ,45,3,4,Manager                                 ,3,Divorced                                ,14852.0,13938.0,6,Y         ,No        ,13.0,3,3,80,1,22.0,3,4,17.0,13.0,15.0,2.0
982,30,No,Travel_Rarely,231,Sales,8,2,Other,1,3,Male                ,62,3,3,Sales Executive                         ,3,Divorced                                ,7264.0,9977.0,5,Y         ,No        ,11.0,3,1,80,1,10.0,2,4,8.0,4.0,7.0,7.0
983,38,No,Non-Travel,152,Sales,10,3,Technical Degree,1,3,Female              ,85,3,2,Sales Executive                         ,4,Single                                  ,5666.0,19899.0,1,Y         ,Yes       ,13.0,3,2,80,0,6.0,1,3,5.0,3.0,1.0,3.0
984,35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,1,4,Male                ,92,3,3,Sales Executive                         ,4,Divorced                                ,7823.0,6812.0,6,Y         ,No        ,13.0,3,2,80,1,12.0,2,3,10.0,9.0,0.0,8.0
985,39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,1,Male                ,41,4,3,Sales Executive                         ,3,Single                                  ,7880.0,2560.0,0,Y         ,No        ,18.0,3,4,80,0,9.0,3,3,8.0,7.0,0.0,7.0
986,40,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,1,2,Female              ,100,4,4,Sales Executive                         ,2,Single                                  ,13194.0,17071.0,4,Y         ,Yes       ,16.0,3,4,80,0,22.0,2,2,1.0,0.0,0.0,0.0
987,47,No,Travel_Frequently,1379,Research & Development,16,4,Medical,1,3,Male                ,64,4,2,Manufacturing Director                  ,3,Divorced                                ,5067.0,6759.0,1,Y         ,Yes       ,19.0,3,3,80,0,20.0,3,4,19.0,10.0,2.0,7.0
990,36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,1,Male                ,84,3,2,Sales Executive                         ,4,Divorced                                ,5079.0,25952.0,4,Y         ,No        ,13.0,3,4,80,2,12.0,3,3,7.0,7.0,0.0,7.0
991,31,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,3,Male                ,46,2,1,Research Scientist                      ,1,Single                                  ,2321.0,10322.0,0,Y         ,Yes       ,22.0,4,1,80,0,4.0,0,3,3.0,2.0,1.0,2.0
992,33,No,Non-Travel,722,Sales,17,3,Life Sciences,1,4,Male                ,38,3,4,Manager                                 ,3,Single                                  ,17444.0,20489.0,1,Y         ,No        ,11.0,3,4,80,0,10.0,2,3,10.0,8.0,6.0,0.0
994,29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,4,Female              ,92,2,1,Research Scientist                      ,1,Single                                  ,2404.0,11479.0,6,Y         ,Yes       ,20.0,4,3,80,0,3.0,5,3,0.0,0.0,0.0,0.0
995,33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,2,Female              ,53,3,1,Research Scientist                      ,4,Single                                  ,3452.0,17241.0,3,Y         ,No        ,18.0,3,1,80,0,5.0,4,3,3.0,2.0,0.0,2.0
996,45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,4,Female              ,91,3,1,Laboratory Technician                   ,4,Divorced                                ,2270.0,11005.0,3,Y         ,No        ,14.0,3,4,80,2,8.0,2,3,5.0,3.0,0.0,2.0
997,50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,4,Male                ,66,3,4,Research Director                       ,4,Divorced                                ,17399.0,6615.0,9,Y         ,No        ,22.0,4,3,80,1,32.0,1,2,5.0,4.0,1.0,3.0
998,33,No,Travel_Frequently,827,Research & Development,1,4,Other,1,3,Female              ,84,4,2,Healthcare Representative               ,2,Married                                 ,5488.0,20161.0,1,Y         ,Yes       ,13.0,3,1,80,1,6.0,2,3,6.0,5.0,1.0,2.0
999,41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,1,Male                ,64,3,5,Research Director                       ,3,Divorced                                ,19419.0,3735.0,2,Y         ,No        ,17.0,3,2,80,1,21.0,2,4,18.0,16.0,0.0,11.0
1001,27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,3,Female              ,37,3,1,Laboratory Technician                   ,2,Married                                 ,2811.0,12086.0,9,Y         ,No        ,14.0,3,2,80,1,4.0,2,3,2.0,2.0,2.0,2.0
1002,45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,4,Male                ,42,3,2,Laboratory Technician                   ,1,Married                                 ,3633.0,14039.0,1,Y         ,Yes       ,15.0,3,3,80,1,9.0,2,3,9.0,8.0,0.0,8.0
1003,47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,4,Female              ,83,3,2,Sales Executive                         ,4,Single                                  ,4163.0,8571.0,1,Y         ,Yes       ,17.0,3,3,80,0,9.0,0,3,9.0,0.0,0.0,7.0
1004,30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1,Female              ,48,3,1,Research Scientist                      ,3,Married                                 ,2132.0,11539.0,4,Y         ,Yes       ,11.0,3,2,80,0,7.0,2,3,5.0,2.0,0.0,1.0
1005,50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,4,Male                ,95,3,4,Manufacturing Director                  ,3,Married                                 ,13973.0,4161.0,3,Y         ,Yes       ,18.0,3,4,80,1,22.0,2,3,12.0,11.0,1.0,5.0
1006,38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1,3,Male                ,66,3,1,Research Scientist                      ,3,Married                                 ,2684.0,12127.0,0,Y         ,No        ,17.0,3,2,80,1,3.0,0,2,2.0,1.0,0.0,2.0
1007,46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,4,Male                ,75,3,3,Manufacturing Director                  ,3,Divorced                                ,10845.0,24208.0,6,Y         ,No        ,13.0,3,2,80,1,13.0,3,3,8.0,7.0,0.0,7.0
1009,24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1,4,Female              ,41,2,2,Manufacturing Director                  ,3,Divorced                                ,4377.0,24117.0,1,Y         ,No        ,15.0,3,2,80,2,5.0,6,3,4.0,2.0,3.0,2.0
1010,35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,3,Male                ,39,2,1,Laboratory Technician                   ,2,Divorced                                ,3743.0,10074.0,1,Y         ,Yes       ,24.0,4,4,80,1,5.0,2,1,4.0,2.0,0.0,2.0
1011,31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,3,Female              ,96,3,2,Manufacturing Director                  ,1,Married                                 ,4148.0,11275.0,1,Y         ,No        ,12.0,3,3,80,1,4.0,1,3,4.0,3.0,0.0,3.0
1012,18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,1,2,Male                ,73,3,1,Research Scientist                      ,4,Single                                  ,1051.0,13493.0,1,Y         ,No        ,15.0,3,4,80,0,0.0,2,3,0.0,0.0,0.0,0.0
1013,54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,3,Female              ,56,3,3,Manufacturing Director                  ,3,Married                                 ,10739.0,13943.0,8,Y         ,No        ,11.0,3,3,80,1,22.0,2,3,10.0,7.0,0.0,8.0
1014,35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,3,Female              ,57,3,3,Healthcare Representative               ,3,Divorced                                ,10388.0,6975.0,1,Y         ,Yes       ,11.0,3,3,80,1,16.0,3,2,16.0,10.0,10.0,1.0
1015,30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,2,Female              ,73,4,3,Research Director                       ,1,Married                                 ,11416.0,17802.0,0,Y         ,Yes       ,12.0,3,3,80,3,9.0,4,2,8.0,7.0,1.0,7.0
1016,20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,4,Female              ,98,2,1,Research Scientist                      ,1,Single                                  ,2600.0,18275.0,1,Y         ,Yes       ,15.0,3,1,80,0,1.0,2,3,1.0,0.0,0.0,0.0
1017,30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,2,Female              ,60,3,1,Laboratory Technician                   ,2,Single                                  ,2422.0,25725.0,0,Y         ,No        ,17.0,3,1,80,0,4.0,3,3,3.0,2.0,1.0,2.0
1018,26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,4,Male                ,32,4,2,Manufacturing Director                  ,4,Married                                 ,5472.0,3334.0,1,Y         ,No        ,12.0,3,2,80,0,8.0,2,3,8.0,7.0,1.0,3.0
1019,22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,2,Male                ,94,1,1,Laboratory Technician                   ,1,Married                                 ,2451.0,6881.0,1,Y         ,No        ,15.0,3,1,80,1,4.0,3,2,4.0,3.0,1.0,1.0
1022,48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1,Male                ,97,2,2,Healthcare Representative               ,3,Single                                  ,4240.0,13119.0,2,Y         ,No        ,13.0,3,4,80,0,19.0,0,3,2.0,2.0,2.0,2.0
1024,48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,3,Male                ,78,2,3,Healthcare Representative               ,3,Single                                  ,10999.0,22245.0,7,Y         ,No        ,14.0,3,2,80,0,27.0,3,3,15.0,11.0,4.0,8.0
1025,41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,4,Female              ,42,3,2,Manufacturing Director                  ,3,Single                                  ,5003.0,23371.0,6,Y         ,No        ,14.0,3,2,80,0,8.0,6,3,2.0,2.0,2.0,1.0
1026,39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,4,Female              ,65,2,4,Manufacturing Director                  ,4,Married                                 ,12742.0,7060.0,1,Y         ,No        ,16.0,3,3,80,1,21.0,3,3,21.0,6.0,11.0,8.0
1027,27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1,Female              ,47,3,2,Manufacturing Director                  ,4,Married                                 ,4227.0,4658.0,0,Y         ,No        ,18.0,3,2,80,1,4.0,2,3,3.0,2.0,2.0,2.0
1028,35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,2,Male                ,45,3,1,Laboratory Technician                   ,4,Divorced                                ,3917.0,9541.0,1,Y         ,No        ,20.0,4,1,80,1,3.0,4,2,3.0,2.0,1.0,2.0
1029,42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,4,Male                ,90,3,5,Manager                                 ,3,Married                                 ,18303.0,7770.0,6,Y         ,No        ,13.0,3,2,80,0,21.0,3,4,1.0,0.0,0.0,0.0
1030,50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1,Male                ,64,3,1,Laboratory Technician                   ,4,Married                                 ,2380.0,20165.0,4,Y         ,No        ,18.0,3,2,80,0,8.0,5,3,1.0,0.0,0.0,0.0
1032,59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,3,Female              ,69,2,4,Manufacturing Director                  ,4,Single                                  ,13726.0,21829.0,3,Y         ,Yes       ,13.0,3,1,80,0,30.0,4,3,5.0,3.0,4.0,3.0
1033,37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1,Female              ,61,1,2,Healthcare Representative               ,2,Married                                 ,4777.0,14382.0,5,Y         ,No        ,15.0,3,1,80,0,15.0,2,1,1.0,0.0,0.0,0.0
1034,55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,3,Male                ,62,3,2,Healthcare Representative               ,2,Married                                 ,6385.0,12992.0,3,Y         ,Yes       ,14.0,3,4,80,2,17.0,3,3,8.0,7.0,6.0,7.0
1035,41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,2,Female              ,55,1,5,Research Director                       ,3,Divorced                                ,19973.0,20284.0,1,Y         ,No        ,22.0,4,2,80,2,21.0,3,3,21.0,16.0,5.0,10.0
1036,38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,2,Male                ,42,3,2,Sales Executive                         ,4,Single                                  ,6861.0,4981.0,8,Y         ,Yes       ,12.0,3,3,80,0,19.0,1,3,1.0,0.0,0.0,0.0
1037,26,Yes,Non-Travel,265,Sales,29,2,Medical,1,2,Male                ,79,1,2,Sales Executive                         ,1,Single                                  ,4969.0,21813.0,8,Y         ,No        ,18.0,3,4,80,0,7.0,6,3,2.0,2.0,2.0,2.0
1038,52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1,Female              ,57,1,5,Manager                                 ,4,Married                                 ,19845.0,25846.0,1,Y         ,No        ,15.0,3,4,80,1,33.0,3,3,32.0,14.0,6.0,9.0
1039,44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,4,Female              ,53,4,4,Sales Executive                         ,4,Married                                 ,13320.0,11737.0,3,Y         ,Yes       ,18.0,3,3,80,1,23.0,2,3,12.0,11.0,11.0,11.0
1040,50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,4,Female              ,95,3,2,Sales Executive                         ,3,Married                                 ,6347.0,24920.0,0,Y         ,No        ,12.0,3,1,80,1,19.0,3,3,18.0,7.0,0.0,13.0
1042,36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,3,Female              ,43,4,1,Laboratory Technician                   ,1,Single                                  ,2743.0,8269.0,1,Y         ,No        ,16.0,3,3,80,0,18.0,1,3,17.0,13.0,15.0,14.0
1043,39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,4,Female              ,82,3,3,Manufacturing Director                  ,1,Single                                  ,10880.0,5083.0,1,Y         ,Yes       ,13.0,3,3,80,0,21.0,2,3,21.0,6.0,2.0,8.0
1044,33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,2,Female              ,88,2,1,Sales Representative                    ,4,Single                                  ,2342.0,21437.0,0,Y         ,No        ,19.0,3,4,80,0,3.0,2,2,2.0,2.0,2.0,2.0
1045,45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,4,Female              ,90,3,4,Manager                                 ,4,Married                                 ,17650.0,5404.0,3,Y         ,No        ,13.0,3,2,80,1,26.0,4,4,9.0,3.0,1.0,1.0
1046,32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,4,Female              ,69,3,1,Laboratory Technician                   ,3,Single                                  ,4025.0,11135.0,9,Y         ,No        ,12.0,3,2,80,0,10.0,2,3,8.0,7.0,7.0,7.0
1047,34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,2,Male                ,75,4,2,Sales Executive                         ,4,Divorced                                ,9725.0,12278.0,0,Y         ,No        ,11.0,3,4,80,1,16.0,2,2,15.0,1.0,0.0,9.0
1048,59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,2,Male                ,66,3,3,Manager                                 ,4,Married                                 ,11904.0,11038.0,3,Y         ,Yes       ,14.0,3,3,80,1,14.0,1,1,6.0,4.0,0.0,4.0
