EmployeeNumber,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Age_Over18,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Std_working_hours,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
1113,4,Male                ,81,3,2,Sales Executive                         ,3,Single                                  ,4728.0,17251.0,3,Y         ,Yes       ,14.0,3,4,80,0,5.0,4,3,0.0,0.0,0.0,0.0
1114,4,Female              ,30,3,2,Sales Executive                         ,2,Married                                 ,4302.0,13401.0,0,Y         ,No        ,17.0,3,3,80,1,4.0,3,3,3.0,2.0,0.0,2.0
1115,3,Male                ,40,2,1,Research Scientist                      ,4,Married                                 ,2979.0,22478.0,3,Y         ,No        ,17.0,3,4,80,3,6.0,2,3,0.0,0.0,0.0,0.0
1116,1,Male                ,35,4,4,Manager                                 ,4,Single                                  ,16885.0,16154.0,2,Y         ,No        ,22.0,4,3,80,0,27.0,3,2,5.0,4.0,2.0,1.0
1117,2,Female              ,65,2,2,Sales Executive                         ,3,Married                                 ,5593.0,17970.0,1,Y         ,No        ,13.0,3,4,80,1,15.0,2,3,15.0,10.0,4.0,12.0
1118,2,Male                ,87,3,3,Healthcare Representative               ,2,Single                                  ,10445.0,15322.0,7,Y         ,No        ,19.0,3,4,80,0,18.0,4,3,8.0,6.0,4.0,0.0
1119,3,Male                ,73,2,3,Sales Executive                         ,3,Divorced                                ,8740.0,5569.0,0,Y         ,Yes       ,14.0,3,2,80,2,9.0,2,3,8.0,7.0,2.0,7.0
1120,3,Female              ,93,3,1,Research Scientist                      ,4,Divorced                                ,2514.0,26968.0,4,Y         ,No        ,22.0,4,1,80,1,11.0,1,3,7.0,5.0,1.0,7.0
1121,4,Female              ,93,3,3,Manufacturing Director                  ,2,Divorced                                ,7655.0,8039.0,0,Y         ,No        ,17.0,3,2,80,3,10.0,3,2,9.0,7.0,1.0,7.0
1124,1,Male                ,52,3,4,Manager                                 ,3,Married                                 ,17465.0,15596.0,3,Y         ,No        ,12.0,3,4,80,1,23.0,3,3,12.0,9.0,4.0,9.0
1125,4,Male                ,32,3,3,Sales Executive                         ,2,Single                                  ,7351.0,20619.0,7,Y         ,No        ,16.0,3,3,80,0,10.0,2,3,1.0,0.0,0.0,0.0
1126,3,Female              ,83,3,3,Manufacturing Director                  ,1,Married                                 ,10820.0,11535.0,8,Y         ,No        ,11.0,3,3,80,1,18.0,1,3,8.0,7.0,0.0,1.0
1127,1,Male                ,84,3,4,Healthcare Representative               ,4,Divorced                                ,12169.0,13547.0,7,Y         ,No        ,11.0,3,4,80,3,21.0,4,3,18.0,7.0,11.0,5.0
1128,3,Male                ,44,2,5,Research Director                       ,3,Single                                  ,19626.0,17544.0,1,Y         ,No        ,14.0,3,1,80,0,21.0,2,4,20.0,7.0,4.0,9.0
1131,4,Female              ,70,2,1,Research Scientist                      ,2,Single                                  ,2070.0,25326.0,1,Y         ,Yes       ,11.0,3,3,80,0,2.0,6,4,2.0,2.0,2.0,2.0
1132,3,Male                ,70,3,2,Laboratory Technician                   ,2,Single                                  ,6782.0,8770.0,9,Y         ,No        ,15.0,3,3,80,0,9.0,2,2,5.0,4.0,0.0,3.0
1133,1,Male                ,78,3,2,Manufacturing Director                  ,4,Single                                  ,7779.0,23238.0,2,Y         ,No        ,20.0,4,1,80,0,18.0,0,3,11.0,9.0,0.0,9.0
1135,3,Male                ,67,4,1,Sales Representative                    ,4,Married                                 ,2791.0,21981.0,0,Y         ,No        ,12.0,3,1,80,1,3.0,4,3,2.0,2.0,2.0,2.0
1136,1,Male                ,67,2,1,Research Scientist                      ,2,Married                                 ,3201.0,19911.0,0,Y         ,No        ,17.0,3,1,80,0,6.0,2,1,5.0,3.0,0.0,4.0
1137,4,Male                ,54,3,2,Sales Executive                         ,4,Divorced                                ,4968.0,18500.0,1,Y         ,No        ,11.0,3,4,80,1,5.0,3,3,5.0,2.0,0.0,2.0
1138,4,Male                ,56,2,4,Sales Executive                         ,2,Married                                 ,13120.0,11879.0,6,Y         ,No        ,17.0,3,2,80,1,22.0,3,3,9.0,8.0,2.0,3.0
1140,4,Male                ,95,3,2,Manufacturing Director                  ,3,Single                                  ,4033.0,15834.0,2,Y         ,No        ,11.0,3,4,80,0,5.0,3,2,3.0,2.0,0.0,2.0
1143,4,Female              ,61,3,1,Research Scientist                      ,2,Divorced                                ,3291.0,17940.0,0,Y         ,No        ,14.0,3,4,80,2,8.0,2,2,7.0,5.0,1.0,1.0
1148,2,Male                ,56,1,2,Laboratory Technician                   ,4,Single                                  ,4272.0,9558.0,4,Y         ,No        ,19.0,3,1,80,0,16.0,3,3,1.0,0.0,0.0,0.0
1150,2,Male                ,79,2,2,Manufacturing Director                  ,4,Married                                 ,5056.0,17689.0,1,Y         ,Yes       ,15.0,3,3,80,1,10.0,2,2,10.0,7.0,1.0,2.0
1152,3,Male                ,37,4,1,Human Resources                         ,3,Married                                 ,2844.0,6004.0,1,Y         ,No        ,13.0,3,4,80,1,7.0,2,4,7.0,6.0,5.0,0.0
1154,3,Male                ,39,2,1,Research Scientist                      ,3,Divorced                                ,2703.0,22088.0,1,Y         ,Yes       ,14.0,3,4,80,1,3.0,2,3,3.0,1.0,0.0,2.0
1156,3,Male                ,80,3,1,Laboratory Technician                   ,3,Single                                  ,1904.0,13556.0,1,Y         ,No        ,12.0,3,4,80,0,0.0,0,3,0.0,0.0,0.0,0.0
1157,1,Female              ,77,3,2,Sales Executive                         ,1,Single                                  ,8224.0,18385.0,0,Y         ,Yes       ,17.0,3,1,80,0,6.0,3,3,5.0,2.0,0.0,3.0
1158,2,Male                ,46,3,1,Laboratory Technician                   ,4,Married                                 ,4766.0,9051.0,3,Y         ,Yes       ,11.0,3,1,80,1,6.0,4,3,1.0,0.0,0.0,0.0
1160,3,Male                ,72,3,1,Laboratory Technician                   ,3,Married                                 ,2610.0,6233.0,1,Y         ,No        ,12.0,3,3,80,1,2.0,5,2,2.0,2.0,2.0,2.0
1161,3,Female              ,52,2,2,Healthcare Representative               ,4,Divorced                                ,5731.0,17171.0,7,Y         ,No        ,13.0,3,3,80,2,9.0,2,3,6.0,2.0,1.0,3.0
1162,4,Male                ,55,2,1,Research Scientist                      ,3,Married                                 ,2539.0,7950.0,1,Y         ,No        ,13.0,3,3,80,1,4.0,0,3,4.0,2.0,2.0,2.0
1163,2,Female              ,70,3,2,Sales Executive                         ,3,Married                                 ,5714.0,5829.0,1,Y         ,No        ,20.0,4,1,80,0,6.0,3,2,6.0,5.0,1.0,3.0
1164,3,Male                ,100,3,1,Human Resources                         ,3,Single                                  ,4323.0,7108.0,1,Y         ,No        ,17.0,3,2,80,0,6.0,2,1,5.0,4.0,1.0,4.0
1165,4,Female              ,45,2,3,Sales Executive                         ,1,Married                                 ,7336.0,11162.0,1,Y         ,No        ,13.0,3,1,80,1,11.0,3,1,11.0,8.0,3.0,10.0
1166,2,Female              ,88,3,3,Research Director                       ,3,Single                                  ,13499.0,13782.0,9,Y         ,No        ,17.0,3,3,80,0,20.0,3,2,18.0,7.0,2.0,13.0
1167,3,Male                ,44,3,4,Sales Executive                         ,1,Single                                  ,13758.0,2447.0,0,Y         ,Yes       ,12.0,3,2,80,0,22.0,2,2,21.0,9.0,13.0,14.0
1171,2,Male                ,45,3,2,Sales Executive                         ,1,Single                                  ,5155.0,2253.0,7,Y         ,No        ,13.0,3,4,80,0,9.0,3,4,6.0,4.0,1.0,5.0
1172,4,Male                ,58,2,1,Laboratory Technician                   ,3,Married                                 ,2258.0,16340.0,6,Y         ,No        ,12.0,3,2,80,1,10.0,2,3,8.0,0.0,1.0,7.0
1173,4,Male                ,49,3,1,Laboratory Technician                   ,2,Single                                  ,3597.0,6409.0,8,Y         ,No        ,22.0,4,4,80,0,6.0,2,3,4.0,3.0,1.0,2.0
1175,3,Female              ,79,3,1,Laboratory Technician                   ,4,Married                                 ,2515.0,22955.0,1,Y         ,Yes       ,11.0,3,4,80,0,1.0,4,2,1.0,1.0,0.0,0.0
1177,1,Male                ,82,4,1,Laboratory Technician                   ,4,Married                                 ,4420.0,13421.0,1,Y         ,No        ,22.0,4,2,80,1,8.0,2,3,8.0,7.0,0.0,7.0
1179,3,Male                ,72,2,2,Sales Executive                         ,3,Married                                 ,6578.0,2706.0,1,Y         ,No        ,18.0,3,1,80,1,10.0,3,3,10.0,3.0,1.0,4.0
1180,3,Female              ,92,2,2,Research Scientist                      ,4,Married                                 ,4422.0,21203.0,3,Y         ,Yes       ,13.0,3,4,80,1,16.0,3,1,1.0,1.0,0.0,0.0
1182,3,Male                ,44,2,3,Manufacturing Director                  ,2,Divorced                                ,10274.0,19588.0,2,Y         ,No        ,18.0,3,2,80,1,15.0,2,4,7.0,7.0,6.0,4.0
1184,4,Male                ,97,2,2,Healthcare Representative               ,1,Single                                  ,5343.0,25755.0,0,Y         ,No        ,20.0,4,3,80,0,14.0,3,3,13.0,9.0,4.0,9.0
1185,4,Male                ,47,2,1,Laboratory Technician                   ,4,Married                                 ,2376.0,26537.0,1,Y         ,No        ,13.0,3,2,80,1,2.0,2,4,2.0,2.0,2.0,2.0
1188,1,Female              ,85,1,2,Sales Executive                         ,3,Single                                  ,5346.0,9489.0,8,Y         ,No        ,13.0,3,2,80,0,7.0,2,2,4.0,3.0,1.0,3.0
1190,3,Female              ,76,3,1,Sales Representative                    ,1,Divorced                                ,2827.0,14947.0,1,Y         ,No        ,12.0,3,3,80,3,1.0,3,3,1.0,0.0,0.0,0.0
1191,4,Female              ,92,3,5,Manager                                 ,1,Divorced                                ,19943.0,18575.0,4,Y         ,No        ,13.0,3,4,80,1,28.0,2,3,5.0,2.0,4.0,2.0
1192,2,Female              ,54,3,1,Laboratory Technician                   ,4,Married                                 ,3131.0,26342.0,1,Y         ,No        ,13.0,3,1,80,1,10.0,5,3,10.0,8.0,0.0,8.0
1193,3,Male                ,54,3,1,Research Scientist                      ,1,Single                                  ,2552.0,7172.0,1,Y         ,No        ,25.0,4,3,80,0,1.0,4,3,1.0,1.0,0.0,0.0
1195,1,Female              ,83,3,1,Research Scientist                      ,3,Married                                 ,4477.0,20100.0,4,Y         ,Yes       ,19.0,3,3,80,1,7.0,2,2,3.0,2.0,0.0,2.0
1196,4,Female              ,56,2,2,Manufacturing Director                  ,4,Married                                 ,6474.0,9961.0,1,Y         ,No        ,13.0,3,2,80,1,14.0,2,2,14.0,8.0,3.0,11.0
1198,1,Male                ,87,2,1,Laboratory Technician                   ,3,Single                                  ,3033.0,12828.0,1,Y         ,No        ,12.0,3,1,80,0,2.0,2,2,2.0,2.0,1.0,2.0
1200,3,Male                ,96,3,1,Research Scientist                      ,3,Single                                  ,2936.0,10826.0,1,Y         ,Yes       ,11.0,3,3,80,0,6.0,4,3,6.0,4.0,0.0,2.0
1201,4,Female              ,50,3,5,Manager                                 ,3,Divorced                                ,18606.0,18640.0,3,Y         ,No        ,18.0,3,2,80,1,26.0,6,3,7.0,7.0,4.0,7.0
1202,2,Female              ,69,1,1,Research Scientist                      ,4,Married                                 ,2168.0,26933.0,0,Y         ,Yes       ,18.0,3,1,80,1,6.0,2,2,5.0,4.0,1.0,3.0
1203,3,Male                ,48,2,1,Research Scientist                      ,4,Married                                 ,2853.0,4223.0,0,Y         ,Yes       ,11.0,3,2,80,1,1.0,5,3,0.0,0.0,0.0,0.0
1204,3,Female              ,69,3,4,Manager                                 ,1,Married                                 ,17048.0,24097.0,8,Y         ,No        ,23.0,4,1,80,0,28.0,2,3,26.0,15.0,15.0,9.0
1206,4,Male                ,74,1,1,Research Scientist                      ,3,Single                                  ,2290.0,4279.0,2,Y         ,No        ,13.0,3,4,80,0,6.0,3,3,0.0,0.0,0.0,0.0
1207,2,Male                ,99,3,1,Human Resources                         ,3,Married                                 ,3600.0,8429.0,1,Y         ,No        ,13.0,3,4,80,1,5.0,2,3,5.0,4.0,1.0,4.0
1210,1,Male                ,95,2,1,Research Scientist                      ,1,Divorced                                ,2107.0,20293.0,6,Y         ,No        ,17.0,3,1,80,1,5.0,2,1,1.0,0.0,0.0,0.0
1211,3,Male                ,61,3,2,Sales Executive                         ,1,Divorced                                ,4115.0,13192.0,8,Y         ,No        ,19.0,3,3,80,3,8.0,3,3,4.0,3.0,0.0,3.0
1212,2,Male                ,62,3,2,Sales Executive                         ,2,Married                                 ,4327.0,25440.0,5,Y         ,No        ,12.0,3,4,80,3,5.0,2,3,0.0,0.0,0.0,0.0
1215,4,Female              ,30,3,4,Manager                                 ,1,Married                                 ,17856.0,9490.0,2,Y         ,No        ,22.0,4,3,80,1,32.0,3,3,2.0,2.0,2.0,2.0
1216,4,Male                ,78,2,1,Laboratory Technician                   ,1,Married                                 ,3196.0,12449.0,1,Y         ,No        ,12.0,3,3,80,3,6.0,2,3,6.0,5.0,3.0,3.0
1217,4,Male                ,52,3,5,Research Director                       ,2,Married                                 ,19081.0,10849.0,5,Y         ,No        ,11.0,3,1,80,1,25.0,2,3,4.0,2.0,0.0,3.0
1218,3,Male                ,94,3,2,Sales Executive                         ,1,Married                                 ,8966.0,21026.0,3,Y         ,Yes       ,15.0,3,4,80,3,15.0,2,3,7.0,7.0,1.0,7.0
1219,4,Female              ,97,3,1,Laboratory Technician                   ,2,Married                                 ,2210.0,3372.0,1,Y         ,No        ,13.0,3,1,80,1,1.0,3,1,1.0,0.0,0.0,0.0
1220,2,Female              ,82,3,2,Sales Executive                         ,3,Married                                 ,4539.0,4905.0,1,Y         ,No        ,12.0,3,1,80,1,10.0,3,2,10.0,7.0,0.0,1.0
1221,3,Male                ,60,1,1,Laboratory Technician                   ,3,Divorced                                ,2741.0,6865.0,1,Y         ,No        ,14.0,3,3,80,1,7.0,4,3,7.0,7.0,1.0,7.0
1224,3,Male                ,49,3,2,Laboratory Technician                   ,3,Divorced                                ,3491.0,11309.0,1,Y         ,No        ,13.0,3,1,80,3,10.0,4,2,10.0,7.0,8.0,9.0
1225,4,Male                ,32,3,2,Research Scientist                      ,4,Single                                  ,4541.0,7744.0,1,Y         ,No        ,25.0,4,2,80,0,20.0,3,3,20.0,11.0,13.0,17.0
1226,3,Male                ,43,4,1,Sales Representative                    ,4,Single                                  ,2678.0,5050.0,1,Y         ,No        ,17.0,3,4,80,0,2.0,2,3,2.0,1.0,2.0,2.0
1228,4,Male                ,60,3,2,Manufacturing Director                  ,4,Divorced                                ,7379.0,17433.0,2,Y         ,No        ,11.0,3,3,80,1,12.0,3,2,6.0,3.0,1.0,4.0
1231,4,Male                ,79,4,2,Human Resources                         ,1,Married                                 ,6272.0,12858.0,7,Y         ,No        ,16.0,3,1,80,1,10.0,3,4,4.0,3.0,0.0,3.0
1233,2,Male                ,52,4,2,Sales Executive                         ,4,Divorced                                ,5220.0,10893.0,0,Y         ,Yes       ,18.0,3,2,80,1,12.0,3,3,11.0,7.0,1.0,9.0
1234,3,Female              ,77,2,1,Laboratory Technician                   ,2,Married                                 ,2743.0,7331.0,1,Y         ,No        ,20.0,4,3,80,1,2.0,2,3,2.0,2.0,2.0,2.0
1235,4,Female              ,38,3,2,Research Scientist                      ,3,Single                                  ,4998.0,2338.0,4,Y         ,Yes       ,14.0,3,4,80,0,10.0,2,3,8.0,7.0,0.0,7.0
1237,3,Female              ,77,1,3,Manufacturing Director                  ,1,Divorced                                ,10252.0,4235.0,2,Y         ,Yes       ,21.0,4,3,80,1,17.0,2,3,7.0,7.0,7.0,7.0
1238,1,Male                ,60,3,1,Research Scientist                      ,4,Married                                 ,2781.0,6311.0,0,Y         ,No        ,13.0,3,2,80,1,15.0,5,3,14.0,10.0,4.0,10.0
1239,2,Female              ,84,2,2,Sales Executive                         ,2,Divorced                                ,6852.0,11591.0,7,Y         ,No        ,12.0,3,2,80,1,7.0,2,4,5.0,1.0,1.0,3.0
1240,3,Male                ,57,3,2,Sales Executive                         ,4,Single                                  ,4950.0,20623.0,0,Y         ,No        ,14.0,3,2,80,0,5.0,4,3,4.0,3.0,1.0,1.0
1241,4,Male                ,63,3,1,Research Scientist                      ,2,Married                                 ,3579.0,9369.0,0,Y         ,Yes       ,21.0,4,1,80,1,12.0,2,3,11.0,9.0,5.0,7.0
1242,1,Female              ,60,3,3,Research Director                       ,1,Married                                 ,13191.0,23281.0,3,Y         ,Yes       ,17.0,3,3,80,0,20.0,6,3,1.0,0.0,0.0,0.0
1243,3,Female              ,78,2,3,Sales Executive                         ,4,Married                                 ,10377.0,13755.0,4,Y         ,Yes       ,11.0,3,2,80,1,16.0,6,2,13.0,2.0,4.0,12.0
1244,1,Male                ,42,3,1,Research Scientist                      ,1,Married                                 ,2235.0,14377.0,1,Y         ,Yes       ,14.0,3,4,80,2,9.0,3,2,9.0,7.0,6.0,8.0
1245,4,Female              ,53,3,3,Manufacturing Director                  ,3,Divorced                                ,10502.0,9659.0,7,Y         ,No        ,17.0,3,1,80,1,33.0,2,1,5.0,4.0,1.0,4.0
1246,1,Female              ,72,4,1,Research Scientist                      ,4,Married                                 ,2011.0,19982.0,1,Y         ,No        ,13.0,3,4,80,1,10.0,5,3,10.0,5.0,7.0,7.0
1248,1,Female              ,96,2,1,Research Scientist                      ,2,Single                                  ,1859.0,6148.0,1,Y         ,Yes       ,25.0,4,2,80,0,1.0,2,4,1.0,1.0,0.0,0.0
1249,1,Female              ,97,3,1,Research Scientist                      ,4,Divorced                                ,3760.0,5598.0,1,Y         ,No        ,15.0,3,1,80,3,3.0,5,3,3.0,2.0,1.0,2.0
1250,4,Male                ,85,3,4,Research Director                       ,4,Married                                 ,17779.0,23474.0,3,Y         ,No        ,14.0,3,1,80,0,36.0,2,3,10.0,9.0,0.0,9.0
1251,3,Male                ,80,3,2,Healthcare Representative               ,1,Married                                 ,6833.0,17089.0,1,Y         ,Yes       ,12.0,3,4,80,0,6.0,2,2,6.0,5.0,0.0,1.0
1252,3,Female              ,96,2,2,Healthcare Representative               ,1,Single                                  ,6812.0,17198.0,1,Y         ,No        ,19.0,3,2,80,0,10.0,2,3,10.0,9.0,1.0,8.0
1254,3,Female              ,48,2,2,Sales Executive                         ,4,Single                                  ,5171.0,16490.0,5,Y         ,No        ,17.0,3,4,80,0,13.0,2,3,6.0,1.0,0.0,5.0
1255,3,Male                ,96,1,5,Research Director                       ,4,Married                                 ,19740.0,18625.0,3,Y         ,No        ,14.0,3,2,80,1,25.0,2,3,8.0,7.0,0.0,7.0
1256,1,Male                ,85,2,5,Manager                                 ,3,Married                                 ,18711.0,12124.0,2,Y         ,No        ,13.0,3,3,80,1,23.0,2,4,1.0,0.0,0.0,0.0
1257,3,Male                ,46,3,1,Research Scientist                      ,2,Married                                 ,3692.0,9256.0,1,Y         ,No        ,12.0,3,3,80,0,12.0,2,2,11.0,10.0,0.0,7.0
1258,4,Male                ,76,4,1,Laboratory Technician                   ,2,Single                                  ,2559.0,16620.0,5,Y         ,No        ,11.0,3,3,80,0,7.0,4,2,1.0,0.0,0.0,0.0
1259,1,Male                ,76,3,1,Research Scientist                      ,3,Divorced                                ,2517.0,3208.0,1,Y         ,No        ,11.0,3,2,80,3,5.0,2,3,5.0,3.0,0.0,3.0
1260,3,Male                ,82,3,2,Healthcare Representative               ,4,Divorced                                ,6623.0,4204.0,1,Y         ,Yes       ,11.0,3,2,80,2,6.0,2,3,6.0,0.0,1.0,0.0
1263,4,Male                ,76,2,5,Research Director                       ,4,Single                                  ,18265.0,8733.0,6,Y         ,No        ,12.0,3,3,80,0,25.0,3,4,1.0,0.0,0.0,0.0
1264,4,Female              ,87,2,4,Research Director                       ,4,Divorced                                ,16124.0,3423.0,3,Y         ,No        ,14.0,3,2,80,2,9.0,2,2,7.0,7.0,1.0,7.0
1265,3,Female              ,89,4,1,Research Scientist                      ,3,Married                                 ,2585.0,21643.0,0,Y         ,No        ,17.0,3,4,80,0,2.0,5,2,1.0,0.0,0.0,0.0
1267,2,Male                ,88,3,5,Manager                                 ,2,Married                                 ,18213.0,8751.0,7,Y         ,No        ,11.0,3,3,80,1,26.0,5,3,22.0,9.0,3.0,10.0
1268,4,Male                ,82,4,3,Sales Executive                         ,3,Divorced                                ,8380.0,21708.0,0,Y         ,Yes       ,14.0,3,4,80,2,10.0,3,3,9.0,8.0,0.0,8.0
1269,2,Female              ,57,4,1,Research Scientist                      ,4,Single                                  ,2994.0,21221.0,1,Y         ,Yes       ,12.0,3,4,80,0,1.0,2,3,1.0,0.0,0.0,1.0
1270,4,Male                ,47,3,1,Research Scientist                      ,3,Married                                 ,1223.0,16901.0,1,Y         ,No        ,22.0,4,4,80,1,1.0,2,3,1.0,0.0,0.0,1.0
1273,3,Male                ,73,1,1,Sales Representative                    ,4,Single                                  ,1118.0,8040.0,1,Y         ,Yes       ,14.0,3,4,80,0,1.0,4,3,1.0,0.0,1.0,0.0
1275,3,Male                ,53,3,1,Research Scientist                      ,4,Single                                  ,2875.0,9973.0,1,Y         ,Yes       ,20.0,4,2,80,0,8.0,2,2,8.0,5.0,2.0,2.0
1277,1,Female              ,94,1,5,Manager                                 ,2,Single                                  ,18824.0,2493.0,2,Y         ,Yes       ,16.0,3,1,80,0,26.0,2,3,24.0,10.0,1.0,11.0
1278,4,Male                ,37,2,4,Healthcare Representative               ,2,Divorced                                ,13577.0,25592.0,1,Y         ,Yes       ,15.0,3,4,80,1,34.0,3,3,33.0,9.0,15.0,0.0
1279,1,Female              ,45,2,1,Laboratory Technician                   ,3,Single                                  ,2625.0,25308.0,1,Y         ,No        ,20.0,4,3,80,0,2.0,2,1,2.0,2.0,2.0,2.0
1280,4,Female              ,33,2,5,Manager                                 ,2,Married                                 ,18789.0,9946.0,2,Y         ,No        ,14.0,3,3,80,1,26.0,2,3,11.0,4.0,0.0,8.0
1281,3,Female              ,86,3,2,Sales Executive                         ,1,Single                                  ,4538.0,6039.0,0,Y         ,Yes       ,12.0,3,4,80,0,4.0,3,3,3.0,2.0,0.0,2.0
1282,4,Male                ,83,3,5,Manager                                 ,2,Divorced                                ,19847.0,19196.0,4,Y         ,Yes       ,24.0,4,1,80,1,31.0,5,2,29.0,10.0,11.0,10.0
1283,4,Male                ,67,3,3,Manufacturing Director                  ,4,Single                                  ,10512.0,20002.0,6,Y         ,No        ,12.0,3,4,80,0,25.0,6,2,9.0,7.0,5.0,4.0
1285,3,Female              ,46,3,2,Laboratory Technician                   ,2,Divorced                                ,4444.0,22534.0,4,Y         ,No        ,13.0,3,3,80,2,15.0,2,4,11.0,8.0,5.0,10.0
1286,4,Male                ,44,3,1,Laboratory Technician                   ,3,Single                                  ,2154.0,6842.0,0,Y         ,Yes       ,11.0,3,3,80,0,5.0,2,2,4.0,2.0,0.0,2.0
1288,3,Male                ,92,4,5,Manager                                 ,1,Divorced                                ,19190.0,17477.0,1,Y         ,No        ,14.0,3,4,80,2,26.0,4,2,25.0,9.0,14.0,13.0
1289,3,Male                ,56,2,2,Human Resources                         ,2,Married                                 ,4490.0,21833.0,4,Y         ,No        ,11.0,3,4,80,2,14.0,5,4,10.0,9.0,1.0,8.0
1291,3,Male                ,66,3,1,Research Scientist                      ,3,Married                                 ,3506.0,6020.0,0,Y         ,Yes       ,14.0,3,4,80,0,4.0,3,3,3.0,2.0,2.0,2.0
1292,2,Female              ,78,4,2,Research Scientist                      ,2,Married                                 ,2372.0,5628.0,6,Y         ,Yes       ,16.0,3,4,80,0,18.0,2,3,1.0,0.0,0.0,0.0
1293,4,Female              ,56,2,3,Sales Executive                         ,4,Single                                  ,10231.0,20364.0,3,Y         ,No        ,14.0,3,4,80,0,23.0,3,4,21.0,7.0,15.0,17.0
1294,3,Female              ,53,3,2,Manufacturing Director                  ,2,Single                                  ,5410.0,2323.0,9,Y         ,Yes       ,11.0,3,4,80,0,18.0,2,3,16.0,14.0,5.0,12.0
1295,1,Female              ,73,3,3,Healthcare Representative               ,4,Married                                 ,7978.0,14075.0,1,Y         ,No        ,11.0,3,4,80,1,10.0,2,3,10.0,7.0,0.0,5.0
1296,4,Male                ,52,2,1,Laboratory Technician                   ,4,Married                                 ,3867.0,14222.0,1,Y         ,Yes       ,12.0,3,2,80,1,2.0,2,3,2.0,2.0,2.0,2.0
1297,2,Female              ,40,2,1,Laboratory Technician                   ,3,Single                                  ,2838.0,4257.0,0,Y         ,No        ,14.0,3,2,80,0,8.0,6,2,7.0,0.0,7.0,7.0
1298,3,Female              ,72,3,2,Manufacturing Director                  ,3,Single                                  ,4695.0,12858.0,7,Y         ,Yes       ,18.0,3,3,80,0,10.0,3,3,8.0,4.0,1.0,7.0
1299,2,Female              ,39,3,1,Laboratory Technician                   ,3,Divorced                                ,3339.0,17285.0,3,Y         ,Yes       ,13.0,3,1,80,2,10.0,2,3,7.0,7.0,7.0,7.0
1301,4,Male                ,84,3,1,Research Scientist                      ,1,Single                                  ,2080.0,4732.0,2,Y         ,No        ,11.0,3,2,80,0,5.0,2,2,3.0,2.0,1.0,2.0
1303,4,Female              ,40,3,1,Research Scientist                      ,2,Single                                  ,2096.0,18830.0,1,Y         ,No        ,18.0,3,4,80,0,2.0,3,2,2.0,2.0,2.0,1.0
1304,3,Male                ,56,4,2,Sales Executive                         ,4,Married                                 ,6209.0,11693.0,1,Y         ,No        ,15.0,3,3,80,2,10.0,4,4,10.0,7.0,0.0,8.0
1306,2,Female              ,83,3,5,Manager                                 ,2,Single                                  ,18061.0,13035.0,3,Y         ,No        ,22.0,4,3,80,0,22.0,4,3,0.0,0.0,0.0,0.0
1307,3,Female              ,94,2,4,Manager                                 ,2,Divorced                                ,17123.0,17334.0,6,Y         ,Yes       ,13.0,3,4,80,2,21.0,4,3,19.0,9.0,15.0,2.0
1308,1,Male                ,88,3,1,Research Scientist                      ,3,Divorced                                ,2372.0,26076.0,1,Y         ,No        ,12.0,3,4,80,2,2.0,3,3,2.0,2.0,2.0,2.0
1309,4,Male                ,79,3,2,Laboratory Technician                   ,3,Married                                 ,4883.0,22845.0,1,Y         ,No        ,18.0,3,1,80,1,10.0,3,3,10.0,4.0,1.0,1.0
1310,3,Male                ,93,3,1,Research Scientist                      ,1,Single                                  ,3904.0,22154.0,0,Y         ,No        ,13.0,3,1,80,0,6.0,2,3,5.0,2.0,0.0,3.0
1311,1,Female              ,48,2,2,Laboratory Technician                   ,4,Married                                 ,4627.0,23631.0,0,Y         ,No        ,12.0,3,1,80,1,10.0,6,3,9.0,2.0,6.0,7.0
1312,4,Female              ,63,3,3,Healthcare Representative               ,3,Married                                 ,7094.0,5747.0,3,Y         ,No        ,12.0,3,1,80,0,10.0,0,3,7.0,7.0,1.0,7.0
1314,4,Female              ,44,3,1,Human Resources                         ,1,Single                                  ,3423.0,22957.0,6,Y         ,No        ,12.0,3,3,80,0,10.0,3,4,7.0,6.0,5.0,7.0
1315,3,Female              ,55,1,2,Laboratory Technician                   ,4,Married                                 ,6674.0,16392.0,0,Y         ,No        ,11.0,3,1,80,3,10.0,6,3,9.0,8.0,7.0,5.0
1317,4,Female              ,43,3,4,Research Director                       ,1,Married                                 ,16880.0,22422.0,4,Y         ,Yes       ,11.0,3,2,80,0,25.0,2,3,3.0,2.0,1.0,2.0
1318,4,Male                ,57,2,3,Sales Executive                         ,2,Single                                  ,9094.0,17235.0,2,Y         ,Yes       ,12.0,3,3,80,0,9.0,2,3,5.0,4.0,1.0,0.0
1319,2,Male                ,64,3,3,Sales Executive                         ,2,Single                                  ,8446.0,21534.0,9,Y         ,Yes       ,19.0,3,3,80,0,10.0,2,2,8.0,7.0,7.0,7.0
1321,2,Female              ,95,3,3,Manager                                 ,1,Married                                 ,11916.0,25927.0,1,Y         ,Yes       ,23.0,4,4,80,2,9.0,2,3,9.0,1.0,0.0,8.0
