Age,Attrition,Business_Travel,DailyRate,Department,Distance_From_Home,Education_in_years,Education_Field,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
47,0,1,1309,2,4,1,3,2,1,99,3,8,3,2,2976.0,25751.0,3,0,19.0,3,1,0,5.0,3,3,0.0,0.0,0.0,0.0
42,0,2,810,1,23,5,1,1,0,44,3,5,4,2,15992.0,15901.0,2,0,14.0,3,2,0,16.0,2,3,1.0,0.0,0.0,0.0
29,0,0,746,2,2,3,1,4,1,61,3,7,3,1,4649.0,16928.0,1,0,14.0,3,1,1,4.0,3,2,4.0,3.0,0.0,2.0
42,0,2,544,0,2,1,5,3,1,52,3,1,3,0,2696.0,24017.0,0,1,11.0,3,3,1,4.0,5,3,3.0,2.0,1.0,0.0
32,0,2,1062,1,2,3,3,3,0,75,3,2,2,1,2370.0,3956.0,1,0,13.0,3,3,1,8.0,4,3,8.0,0.0,0.0,7.0
48,0,2,530,2,29,1,3,1,0,91,3,3,3,1,12504.0,23978.0,3,0,21.0,4,2,1,15.0,3,1,0.0,0.0,0.0,0.0
37,0,2,1319,1,6,3,3,3,1,51,4,6,1,0,5974.0,17001.0,4,1,13.0,3,1,2,13.0,2,3,7.0,7.0,6.0,7.0
30,0,0,641,2,25,2,5,4,0,85,3,7,3,1,4736.0,6069.0,7,1,12.0,3,2,1,4.0,2,4,2.0,2.0,2.0,2.0
26,0,2,933,2,1,3,1,3,1,57,3,7,3,1,5296.0,20156.0,1,0,17.0,3,2,1,8.0,3,3,8.0,7.0,7.0,7.0
42,0,2,1332,1,2,4,4,1,1,98,2,0,4,2,6781.0,17078.0,3,0,23.0,4,2,0,14.0,6,3,1.0,0.0,0.0,0.0
21,1,1,756,2,1,1,5,1,0,99,2,8,2,2,2174.0,9150.0,1,1,11.0,3,3,0,3.0,3,3,3.0,2.0,1.0,2.0
36,0,0,845,2,1,5,3,4,0,45,3,7,4,2,6653.0,15276.0,4,0,15.0,3,2,0,7.0,6,3,1.0,0.0,0.0,0.0
36,0,1,541,2,3,4,3,1,1,48,2,7,4,1,9699.0,7246.0,4,0,11.0,3,1,1,16.0,2,3,13.0,9.0,1.0,12.0
57,0,2,593,1,1,4,3,4,1,88,3,0,3,1,6755.0,2967.0,2,0,11.0,3,3,0,15.0,2,3,3.0,2.0,1.0,2.0
40,0,2,1171,1,10,4,1,4,0,46,4,2,3,1,2213.0,22495.0,3,1,13.0,3,3,1,10.0,3,3,7.0,7.0,1.0,7.0
21,0,0,895,2,9,2,3,1,1,39,3,8,4,2,2610.0,2851.0,1,0,24.0,4,3,0,3.0,3,2,3.0,2.0,2.0,2.0
33,1,2,350,2,5,3,2,4,0,34,3,8,3,2,2851.0,9150.0,1,1,13.0,3,2,0,1.0,2,3,1.0,0.0,0.0,0.0
37,0,2,921,1,10,3,3,3,0,98,3,2,1,1,3452.0,17663.0,6,0,20.0,4,2,1,17.0,3,3,5.0,4.0,0.0,3.0
46,0,0,1144,1,7,4,3,3,0,30,3,4,3,1,5258.0,16044.0,2,0,14.0,3,3,0,7.0,2,4,1.0,0.0,0.0,0.0
41,1,1,143,2,4,3,2,1,1,56,3,7,2,2,9355.0,9558.0,1,0,18.0,3,3,0,8.0,5,3,8.0,7.0,7.0,7.0
50,0,2,1046,1,10,3,5,4,1,100,2,0,4,2,10496.0,2755.0,6,0,15.0,3,4,0,20.0,2,3,4.0,3.0,1.0,3.0
40,1,2,575,2,22,2,2,3,1,68,2,7,3,1,6380.0,6110.0,2,1,12.0,3,1,2,8.0,6,3,6.0,4.0,1.0,0.0
31,0,2,408,1,9,4,1,3,1,42,2,6,2,2,2657.0,7551.0,0,1,16.0,3,4,0,3.0,5,3,2.0,2.0,2.0,2.0
21,1,2,156,2,12,3,1,3,0,90,4,8,2,2,2716.0,25422.0,1,0,15.0,3,4,0,1.0,0,3,1.0,0.0,0.0,0.0
29,0,2,1283,1,23,3,1,4,1,54,3,6,4,2,2201.0,18168.0,9,0,16.0,3,4,0,6.0,4,3,3.0,2.0,1.0,2.0
35,0,2,755,1,9,4,1,3,1,97,2,0,2,2,6540.0,19394.0,9,0,19.0,3,3,0,10.0,5,3,1.0,1.0,0.0,0.0
27,0,2,1469,1,1,2,3,4,1,82,3,2,2,0,3816.0,17881.0,1,0,11.0,3,2,1,5.0,2,3,5.0,2.0,0.0,4.0
28,0,2,304,2,9,4,1,2,1,92,3,7,4,2,5253.0,20750.0,1,0,16.0,3,4,0,7.0,1,3,7.0,5.0,0.0,7.0
49,0,2,1261,1,7,3,4,2,1,31,2,0,3,2,10965.0,12066.0,8,0,24.0,4,3,0,26.0,2,3,5.0,2.0,0.0,0.0
51,0,2,1178,2,14,2,1,3,0,87,3,7,4,1,4936.0,14862.0,4,0,11.0,3,3,1,18.0,2,2,7.0,7.0,0.0,7.0
36,0,2,329,1,2,3,1,4,0,96,3,6,3,1,2543.0,11868.0,4,0,13.0,3,2,1,6.0,3,3,2.0,2.0,2.0,2.0
34,1,0,1362,2,19,3,2,1,1,67,4,7,4,2,5304.0,4652.0,8,1,13.0,3,2,0,9.0,3,2,5.0,2.0,0.0,4.0
55,0,2,1311,1,2,3,1,3,0,97,3,3,4,2,16659.0,23258.0,2,1,13.0,3,3,0,30.0,2,3,5.0,4.0,1.0,2.0
24,0,2,1371,2,10,4,2,4,0,77,3,7,3,0,4260.0,5915.0,1,1,12.0,3,4,1,5.0,2,4,5.0,2.0,0.0,3.0
30,0,2,202,2,2,1,5,3,1,72,3,8,2,1,2476.0,17434.0,1,0,18.0,3,1,1,1.0,3,3,1.0,0.0,0.0,0.0
26,1,1,575,1,3,1,5,3,1,73,3,6,1,2,3102.0,6582.0,0,0,22.0,4,3,0,7.0,2,3,6.0,4.0,0.0,4.0
22,0,2,253,1,11,3,3,1,0,43,3,6,2,1,2244.0,24440.0,1,0,13.0,3,4,1,2.0,1,3,2.0,1.0,1.0,2.0
36,0,2,164,2,2,2,3,2,1,61,2,7,3,1,7596.0,3809.0,1,0,13.0,3,2,2,10.0,2,3,10.0,9.0,9.0,0.0
30,1,1,464,1,4,3,5,3,1,40,3,6,4,2,2285.0,3427.0,9,1,23.0,4,3,0,3.0,4,3,1.0,0.0,0.0,0.0
37,0,2,1107,1,14,3,1,4,0,95,3,2,1,0,3034.0,26914.0,1,0,12.0,3,3,1,18.0,2,2,18.0,7.0,12.0,17.0
40,0,2,759,2,2,2,2,4,0,46,3,7,2,0,5715.0,22553.0,7,0,12.0,3,3,2,8.0,5,3,5.0,4.0,1.0,3.0
42,0,2,201,1,1,4,1,2,0,95,3,2,1,0,2576.0,20490.0,3,0,16.0,3,2,1,8.0,5,3,5.0,2.0,1.0,2.0
37,0,2,1305,1,10,4,1,3,1,49,3,4,2,2,4197.0,21123.0,2,1,12.0,3,4,0,18.0,2,2,1.0,0.0,0.0,1.0
43,0,2,982,1,12,3,1,1,1,59,2,5,2,0,14336.0,4345.0,1,0,11.0,3,3,1,25.0,3,3,25.0,10.0,3.0,9.0
40,0,2,555,1,2,3,3,2,0,78,2,2,3,1,3448.0,13436.0,6,0,22.0,4,2,1,20.0,3,3,1.0,0.0,0.0,0.0
54,0,2,821,1,5,2,3,1,1,86,3,5,1,1,19406.0,8509.0,4,0,11.0,3,3,1,24.0,4,2,4.0,2.0,1.0,2.0
34,0,0,1381,2,4,4,2,3,0,72,3,7,3,1,6538.0,12740.0,9,0,15.0,3,1,1,6.0,3,3,3.0,2.0,1.0,2.0
31,0,2,480,1,7,2,3,2,0,31,3,4,1,1,4306.0,4156.0,1,0,12.0,3,2,1,13.0,5,1,13.0,10.0,3.0,12.0
43,0,1,313,1,21,3,3,4,1,61,3,2,4,1,2258.0,15238.0,7,0,20.0,4,1,1,8.0,1,3,3.0,2.0,1.0,2.0
43,0,2,1473,1,8,4,4,3,0,74,3,0,3,0,4522.0,2227.0,4,1,14.0,3,4,0,8.0,3,3,5.0,2.0,0.0,2.0
25,0,2,891,2,4,2,1,2,0,99,2,7,4,2,4487.0,12090.0,1,1,11.0,3,2,0,5.0,3,3,5.0,4.0,1.0,3.0
37,0,0,1063,1,25,5,3,2,0,72,3,6,3,1,4449.0,23866.0,3,1,15.0,3,1,2,15.0,2,3,13.0,11.0,10.0,7.0
31,0,2,329,1,1,2,1,4,1,98,2,2,1,1,2218.0,16193.0,1,0,12.0,3,3,1,4.0,3,3,4.0,2.0,3.0,2.0
39,0,1,1218,1,1,1,1,2,1,52,3,3,3,0,19197.0,8213.0,1,1,14.0,3,3,1,21.0,3,3,21.0,8.0,1.0,6.0
56,0,1,906,2,6,3,1,3,0,86,4,7,1,1,13212.0,18256.0,9,0,11.0,3,4,3,36.0,0,2,7.0,7.0,7.0,7.0
30,0,2,1082,2,12,3,5,2,0,83,3,7,3,2,6577.0,19558.0,0,0,11.0,3,2,0,6.0,6,3,5.0,4.0,4.0,4.0
41,0,2,645,2,1,3,2,2,1,49,4,7,1,1,8392.0,19566.0,1,0,16.0,3,3,1,10.0,2,3,10.0,7.0,0.0,7.0
28,0,2,1300,1,17,2,3,3,1,79,3,2,1,0,4558.0,13535.0,1,0,12.0,3,4,1,10.0,2,3,10.0,0.0,1.0,8.0
25,1,2,688,1,3,3,3,1,1,91,3,2,1,1,4031.0,9396.0,5,0,13.0,3,3,1,6.0,5,3,2.0,2.0,0.0,2.0
52,0,2,319,1,3,3,3,4,1,39,2,4,3,1,7969.0,19609.0,2,1,14.0,3,3,0,28.0,4,3,5.0,4.0,0.0,4.0
45,0,2,192,1,10,2,1,1,1,69,3,6,4,1,2654.0,9655.0,3,0,21.0,4,4,2,8.0,3,2,2.0,2.0,0.0,2.0
52,0,2,1490,1,4,2,1,4,0,30,3,3,4,1,16555.0,10310.0,2,0,13.0,3,4,0,31.0,2,1,5.0,2.0,1.0,4.0
42,0,1,532,1,29,2,1,1,0,92,3,6,3,0,4556.0,12932.0,2,0,11.0,3,2,1,19.0,3,3,5.0,4.0,0.0,2.0
30,0,2,317,1,2,3,1,3,0,43,1,4,4,2,6091.0,24793.0,2,0,20.0,4,3,0,11.0,2,3,5.0,4.0,0.0,2.0
60,0,2,422,1,7,3,1,1,0,41,3,3,1,1,19566.0,3854.0,5,0,11.0,3,4,0,33.0,5,1,29.0,8.0,11.0,10.0
46,0,2,1485,1,18,3,3,3,0,87,3,4,3,0,4810.0,26314.0,2,0,14.0,3,3,1,19.0,5,2,10.0,7.0,0.0,8.0
42,0,1,1368,1,28,4,5,4,0,88,2,0,4,1,4523.0,4386.0,0,0,11.0,3,4,3,7.0,4,4,6.0,5.0,0.0,4.0
24,1,2,1448,2,1,1,5,1,0,62,3,8,2,2,3202.0,21972.0,1,1,16.0,3,2,0,6.0,4,3,5.0,3.0,1.0,4.0
34,1,1,296,2,6,2,2,4,0,33,1,8,3,0,2351.0,12253.0,0,0,16.0,3,4,1,3.0,3,2,2.0,2.0,1.0,0.0
38,0,1,1490,1,2,2,1,4,1,42,3,2,4,1,1702.0,12106.0,1,1,23.0,4,3,1,1.0,3,3,1.0,0.0,0.0,0.0
40,0,2,1398,2,2,4,1,3,0,79,3,3,3,1,18041.0,13022.0,0,0,14.0,3,4,0,21.0,2,3,20.0,15.0,1.0,12.0
26,0,2,1349,1,23,3,1,1,0,90,3,6,4,0,2886.0,3032.0,1,0,22.0,4,2,2,3.0,3,1,3.0,2.0,0.0,2.0
30,0,0,1400,1,3,3,1,3,1,53,3,2,4,1,2097.0,16734.0,4,0,15.0,3,3,1,9.0,3,1,5.0,3.0,1.0,4.0
29,0,2,986,1,3,4,3,2,1,93,2,5,3,1,11935.0,21526.0,1,0,18.0,3,3,0,10.0,2,3,10.0,2.0,0.0,7.0
29,1,2,408,1,25,5,5,3,0,71,2,6,2,1,2546.0,18300.0,5,0,16.0,3,2,0,6.0,2,4,2.0,2.0,1.0,1.0
19,1,2,489,0,2,2,5,1,1,52,2,1,4,2,2564.0,18437.0,1,0,12.0,3,3,0,1.0,3,4,1.0,0.0,0.0,0.0
30,0,0,1398,2,22,4,4,3,0,69,3,7,1,1,8412.0,2890.0,0,0,11.0,3,3,0,10.0,3,3,9.0,8.0,7.0,8.0
57,0,2,210,2,29,3,2,1,1,56,2,3,4,0,14118.0,22102.0,3,0,12.0,3,3,1,32.0,3,2,1.0,0.0,0.0,0.0
50,0,2,1099,1,29,4,1,2,1,88,2,3,3,1,17046.0,9314.0,0,0,15.0,3,2,1,28.0,2,3,27.0,10.0,15.0,7.0
30,0,0,1116,1,2,3,3,3,0,49,3,2,4,2,2564.0,7181.0,0,0,14.0,3,3,0,12.0,2,2,11.0,7.0,6.0,7.0
60,0,1,1499,2,28,3,2,3,0,80,2,7,1,1,10266.0,2845.0,4,0,19.0,3,4,0,22.0,5,4,18.0,13.0,13.0,11.0
47,0,2,983,1,2,2,3,1,0,65,3,4,4,0,5070.0,7389.0,5,0,13.0,3,3,3,20.0,2,3,5.0,0.0,0.0,4.0
46,0,2,1009,1,2,3,1,1,1,51,3,5,3,1,17861.0,2288.0,6,0,13.0,3,3,0,26.0,2,1,3.0,2.0,0.0,1.0
35,0,2,144,1,22,3,1,4,1,46,1,2,3,2,4230.0,19225.0,0,0,15.0,3,3,0,6.0,2,3,5.0,4.0,4.0,3.0
54,0,2,548,1,8,4,1,3,0,42,3,2,3,2,3780.0,23428.0,7,0,11.0,3,3,0,19.0,3,3,1.0,0.0,0.0,0.0
34,0,2,1303,1,2,4,1,4,1,62,2,6,3,0,2768.0,8416.0,3,0,12.0,3,3,1,14.0,3,3,7.0,3.0,5.0,7.0
46,0,2,1125,2,10,3,2,3,0,94,2,7,4,1,9071.0,11563.0,2,1,19.0,3,3,1,15.0,3,3,3.0,2.0,1.0,2.0
31,0,2,1274,1,9,1,1,3,1,33,3,4,2,0,10648.0,14394.0,1,0,25.0,4,4,1,13.0,6,4,13.0,8.0,0.0,8.0
33,1,2,1277,1,15,1,3,2,1,56,3,3,3,1,13610.0,24619.0,7,1,12.0,3,4,0,15.0,2,4,7.0,6.0,7.0,7.0
33,1,2,587,1,10,1,3,1,1,38,1,2,4,0,3408.0,6705.0,7,0,13.0,3,1,3,8.0,2,3,4.0,3.0,1.0,3.0
30,0,2,413,2,7,1,2,4,1,57,3,8,2,2,2983.0,18398.0,0,0,14.0,3,1,0,4.0,3,3,3.0,2.0,1.0,2.0
35,0,2,1276,1,16,3,1,4,1,72,3,0,3,1,7632.0,14295.0,4,1,12.0,3,3,0,10.0,2,3,8.0,7.0,0.0,0.0
31,1,1,534,1,20,3,1,1,1,66,3,0,3,1,9824.0,22908.0,3,0,12.0,3,1,0,12.0,2,3,1.0,0.0,0.0,0.0
34,1,1,988,0,23,3,0,2,0,43,3,1,1,0,9950.0,11533.0,9,1,15.0,3,3,3,11.0,2,3,3.0,2.0,0.0,2.0
42,0,1,1474,1,5,2,4,2,1,97,3,2,3,1,2093.0,9260.0,4,0,17.0,3,4,1,8.0,4,3,2.0,2.0,2.0,0.0
36,0,0,635,2,10,4,3,2,1,32,3,7,4,2,9980.0,15318.0,1,0,14.0,3,4,0,10.0,3,2,10.0,3.0,9.0,7.0
22,1,1,1368,1,4,1,5,3,1,99,2,2,3,2,3894.0,9129.0,5,0,16.0,3,3,0,4.0,3,3,2.0,2.0,1.0,2.0
48,0,2,163,2,2,5,2,2,0,37,3,7,4,1,4051.0,19658.0,2,0,14.0,3,1,1,14.0,2,3,9.0,7.0,6.0,7.0
55,0,2,1117,2,18,5,1,1,0,83,3,3,2,2,16835.0,9873.0,3,0,23.0,4,4,0,37.0,2,3,10.0,9.0,7.0,7.0
41,0,0,267,2,10,2,1,4,1,56,3,7,4,2,6230.0,13430.0,7,0,14.0,3,4,0,16.0,3,3,14.0,3.0,1.0,10.0
35,0,2,619,2,1,3,2,2,1,85,3,7,3,1,4717.0,18659.0,9,0,11.0,3,3,0,15.0,2,3,11.0,9.0,6.0,9.0
40,0,2,302,1,6,3,1,2,0,75,3,4,3,2,13237.0,20364.0,7,0,15.0,3,3,0,22.0,3,3,20.0,6.0,5.0,13.0
39,0,1,443,1,8,1,1,3,0,48,3,2,3,1,3755.0,17872.0,1,0,11.0,3,1,1,8.0,3,3,8.0,3.0,0.0,7.0
31,0,2,828,2,2,1,1,2,1,77,3,7,4,2,6582.0,8346.0,4,1,13.0,3,3,0,10.0,2,4,6.0,5.0,0.0,5.0
42,0,2,319,1,24,3,3,4,1,56,3,4,1,1,7406.0,6950.0,1,1,21.0,4,4,1,10.0,5,2,10.0,9.0,5.0,8.0
45,0,2,561,2,2,3,4,4,1,61,3,7,2,1,4805.0,16177.0,0,0,19.0,3,2,1,9.0,3,4,8.0,7.0,3.0,7.0
26,1,1,426,0,17,4,1,2,0,58,3,1,3,0,2741.0,22808.0,0,1,11.0,3,2,1,8.0,2,2,7.0,7.0,1.0,0.0
29,0,2,232,1,19,3,5,4,1,34,3,4,4,0,4262.0,22645.0,4,0,12.0,3,2,2,8.0,2,4,3.0,2.0,1.0,2.0
33,0,2,922,1,1,5,3,1,0,95,4,5,3,0,16184.0,22578.0,4,0,19.0,3,3,1,10.0,2,3,6.0,1.0,0.0,5.0
31,0,2,688,2,7,3,1,3,1,44,2,3,4,0,11557.0,25291.0,9,0,21.0,4,3,1,10.0,3,2,5.0,4.0,0.0,1.0
18,1,1,1306,2,5,3,2,2,1,69,3,8,2,2,1878.0,8059.0,1,1,14.0,3,4,0,0.0,3,3,0.0,0.0,0.0,0.0
40,0,0,1094,2,28,3,4,3,1,58,1,7,1,0,10932.0,11373.0,3,0,15.0,3,3,1,20.0,2,3,1.0,0.0,0.0,1.0
41,0,0,509,1,2,4,4,1,0,62,2,0,3,2,6811.0,2112.0,2,1,17.0,3,1,0,10.0,3,3,8.0,7.0,0.0,7.0
26,0,2,775,2,29,2,3,1,1,45,3,7,3,0,4306.0,4267.0,5,0,12.0,3,1,2,8.0,5,3,0.0,0.0,0.0,0.0
35,0,2,195,2,1,3,3,1,0,80,3,7,3,2,4859.0,6698.0,1,0,16.0,3,4,0,5.0,3,3,5.0,4.0,0.0,3.0
34,0,2,258,2,21,4,1,4,1,74,4,7,4,2,5337.0,19921.0,1,0,12.0,3,4,0,10.0,3,3,10.0,7.0,5.0,7.0
26,1,2,471,1,24,3,5,3,1,66,1,2,4,2,2340.0,23213.0,1,1,18.0,3,2,0,1.0,3,1,1.0,0.0,0.0,0.0
37,0,2,799,1,1,3,5,2,0,59,3,4,4,2,7491.0,23848.0,4,0,17.0,3,4,0,12.0,3,4,6.0,5.0,1.0,2.0
46,0,1,1034,1,18,1,3,1,0,86,3,0,3,1,10527.0,8984.0,5,0,11.0,3,4,0,28.0,3,2,2.0,2.0,1.0,2.0
41,0,2,1276,2,2,5,1,2,0,91,3,3,1,1,16595.0,5626.0,7,0,16.0,3,2,1,22.0,2,3,18.0,16.0,11.0,8.0
37,0,0,142,2,9,4,3,1,1,69,3,7,2,0,8834.0,24666.0,1,0,13.0,3,4,1,9.0,6,3,9.0,5.0,7.0,7.0
52,0,2,956,1,6,2,5,4,1,78,3,6,1,0,5577.0,22087.0,3,1,12.0,3,2,2,18.0,3,3,10.0,9.0,6.0,9.0
32,1,0,1474,2,11,4,4,4,1,60,4,7,3,1,4707.0,23914.0,8,0,12.0,3,4,0,6.0,2,3,4.0,2.0,1.0,2.0
24,0,1,535,2,24,3,3,4,1,38,3,8,4,1,2400.0,5530.0,0,0,13.0,3,3,2,3.0,3,3,2.0,2.0,2.0,1.0
38,0,2,1495,1,10,3,3,3,0,76,3,0,3,1,9824.0,22174.0,3,0,19.0,3,3,1,18.0,4,3,1.0,0.0,0.0,0.0
37,0,2,446,1,1,4,1,2,0,65,3,4,2,1,6447.0,15701.0,6,0,12.0,3,2,1,8.0,2,2,6.0,5.0,4.0,3.0
49,0,2,1245,1,18,4,1,4,1,58,2,5,3,0,19502.0,2125.0,1,1,17.0,3,3,1,31.0,5,3,31.0,9.0,0.0,9.0
24,0,2,691,1,23,3,3,2,1,89,4,6,4,1,2725.0,21630.0,1,1,11.0,3,2,2,6.0,3,3,6.0,5.0,1.0,4.0
26,0,2,703,2,28,2,2,1,1,66,3,7,2,1,6272.0,7428.0,1,0,20.0,4,4,2,6.0,5,4,5.0,3.0,1.0,4.0
24,0,2,823,1,17,2,4,4,1,94,2,2,2,1,2127.0,9100.0,1,0,21.0,4,4,1,1.0,2,3,1.0,0.0,0.0,0.0
50,0,1,1246,0,3,3,3,1,1,99,3,3,2,1,18200.0,7999.0,1,0,11.0,3,3,1,32.0,2,3,32.0,5.0,10.0,7.0
25,0,2,622,2,13,1,3,2,1,40,3,8,3,1,2096.0,26376.0,1,0,11.0,3,3,0,7.0,1,3,7.0,4.0,0.0,6.0
24,1,1,1287,1,7,3,1,1,0,55,3,2,3,1,2886.0,14168.0,1,1,16.0,3,4,1,6.0,4,3,6.0,3.0,1.0,2.0
30,1,1,448,2,12,4,1,2,1,74,2,8,1,1,2033.0,14470.0,1,0,18.0,3,3,1,1.0,2,4,1.0,0.0,0.0,0.0
34,0,2,254,1,1,2,1,2,1,83,2,6,4,1,3622.0,22794.0,1,1,13.0,3,4,1,6.0,3,3,6.0,5.0,1.0,3.0
31,1,2,1365,2,13,4,3,2,1,46,3,7,1,0,4233.0,11512.0,2,0,17.0,3,3,0,9.0,2,1,3.0,1.0,1.0,2.0
35,0,2,538,1,25,2,4,1,1,54,2,2,4,2,3681.0,14004.0,4,0,14.0,3,4,0,9.0,3,3,3.0,2.0,0.0,2.0
31,0,2,525,2,6,4,3,1,1,66,4,7,4,0,5460.0,6219.0,4,0,22.0,4,4,2,13.0,4,4,7.0,7.0,5.0,7.0
27,0,2,798,1,6,4,3,1,0,66,2,6,3,0,2187.0,5013.0,0,0,12.0,3,3,2,6.0,5,2,5.0,3.0,0.0,3.0
37,0,2,558,2,2,3,2,4,1,75,3,7,3,1,9602.0,3010.0,4,1,11.0,3,3,1,17.0,3,2,3.0,0.0,1.0,0.0
20,0,2,959,1,1,3,1,4,0,83,2,6,2,2,2836.0,11757.0,1,0,13.0,3,4,0,1.0,0,4,1.0,0.0,0.0,0.0
42,0,2,622,1,2,4,1,3,0,81,3,0,4,1,4089.0,5718.0,1,0,13.0,3,2,2,10.0,4,3,10.0,2.0,2.0,2.0
43,0,2,782,1,6,4,4,2,1,50,2,5,4,0,16627.0,2671.0,4,1,14.0,3,3,1,21.0,3,2,1.0,0.0,0.0,0.0
38,0,2,362,1,1,1,1,3,0,43,3,6,1,2,2619.0,14561.0,3,0,17.0,3,4,0,8.0,3,2,0.0,0.0,0.0,0.0
43,0,1,1001,1,9,5,3,4,1,72,3,2,3,0,5679.0,19627.0,3,1,13.0,3,2,1,10.0,3,3,8.0,7.0,4.0,7.0
48,0,2,1236,1,1,4,1,4,0,40,2,3,1,1,15402.0,17997.0,7,0,11.0,3,1,1,21.0,3,1,3.0,2.0,0.0,2.0
44,0,2,1112,0,1,4,1,1,0,50,2,1,3,2,5985.0,26894.0,4,0,11.0,3,2,0,10.0,1,4,2.0,2.0,0.0,2.0
34,0,2,204,2,14,3,5,3,0,31,3,8,3,0,2579.0,2912.0,1,1,18.0,3,4,2,8.0,3,3,8.0,2.0,0.0,6.0
27,1,2,1420,2,2,1,2,3,1,85,3,8,1,0,3041.0,16346.0,0,0,11.0,3,2,1,5.0,3,3,4.0,3.0,0.0,2.0
21,0,2,1343,2,22,1,5,3,1,49,3,8,3,2,3447.0,24444.0,1,0,11.0,3,3,0,3.0,2,3,3.0,2.0,1.0,2.0
44,0,2,1315,1,3,4,4,4,1,35,3,3,4,1,19513.0,9358.0,4,1,12.0,3,1,1,26.0,2,4,2.0,2.0,0.0,1.0
22,0,2,604,1,6,1,3,1,1,69,3,6,3,1,2773.0,12145.0,0,0,20.0,4,4,0,3.0,3,3,2.0,2.0,2.0,2.0
33,0,2,1216,2,8,4,2,3,1,39,3,7,3,0,7104.0,20431.0,0,0,12.0,3,4,0,6.0,3,3,5.0,0.0,1.0,2.0
32,0,2,646,1,9,4,1,1,0,92,3,6,4,1,6322.0,18089.0,1,1,12.0,3,4,1,6.0,2,2,6.0,4.0,0.0,5.0
30,0,1,160,1,3,3,3,3,0,71,3,6,3,0,2083.0,22653.0,1,0,20.0,4,3,1,1.0,2,3,1.0,0.0,0.0,0.0
53,0,2,238,2,1,1,3,4,0,34,3,7,1,2,8381.0,7507.0,7,0,20.0,4,4,0,18.0,2,4,14.0,7.0,8.0,10.0
34,0,2,1397,1,1,5,1,2,1,42,3,6,4,1,2691.0,7660.0,1,0,12.0,3,4,1,10.0,4,2,10.0,9.0,8.0,8.0
45,1,1,306,2,26,4,1,1,0,100,3,7,1,1,4286.0,5630.0,2,0,14.0,3,4,2,5.0,4,3,1.0,1.0,0.0,0.0
26,0,2,991,1,6,3,1,3,0,71,3,2,4,1,2659.0,17759.0,1,1,13.0,3,3,1,3.0,2,3,3.0,2.0,0.0,2.0
37,0,2,482,1,3,3,4,3,1,36,3,4,3,1,9434.0,9606.0,1,0,15.0,3,3,1,10.0,2,3,10.0,7.0,7.0,8.0
29,0,2,1176,2,3,2,3,2,0,62,3,7,3,1,5561.0,3487.0,1,0,14.0,3,1,1,6.0,5,2,6.0,0.0,1.0,2.0
35,0,2,1017,1,6,4,1,2,1,82,1,6,4,2,6646.0,19368.0,1,0,13.0,3,2,0,17.0,3,3,17.0,11.0,11.0,8.0
33,0,1,1296,1,6,3,1,3,1,30,3,0,4,0,7725.0,5335.0,3,0,23.0,4,3,1,15.0,2,1,13.0,11.0,4.0,7.0
54,0,2,397,0,19,4,3,3,1,88,3,1,2,1,10725.0,6729.0,2,0,15.0,3,3,1,16.0,1,4,9.0,7.0,7.0,1.0
36,0,2,913,1,9,2,3,2,1,48,2,4,2,0,8847.0,13934.0,2,1,11.0,3,3,1,13.0,2,3,3.0,2.0,0.0,2.0
27,0,2,1115,1,3,4,3,1,1,54,2,6,4,2,2045.0,15174.0,0,0,13.0,3,4,0,5.0,0,3,4.0,2.0,1.0,1.0
20,1,2,1362,1,10,1,3,4,1,32,3,6,3,2,1009.0,26999.0,1,1,11.0,3,4,0,1.0,5,3,1.0,0.0,1.0,1.0
33,1,1,1076,1,3,3,1,1,1,70,3,6,1,2,3348.0,3164.0,1,1,11.0,3,1,0,10.0,3,3,10.0,8.0,9.0,7.0
35,0,0,727,1,3,3,1,3,1,41,2,2,3,1,1281.0,16900.0,1,0,18.0,3,3,2,1.0,3,3,1.0,0.0,0.0,0.0
23,0,2,885,1,4,3,3,1,1,58,4,6,1,1,2819.0,8544.0,2,0,16.0,3,1,1,5.0,3,4,3.0,2.0,0.0,2.0
25,0,2,810,2,8,3,1,4,1,57,4,7,2,1,4851.0,15678.0,0,0,22.0,4,3,1,4.0,4,3,3.0,2.0,1.0,2.0
38,0,2,243,2,7,4,2,4,0,46,2,7,4,2,4028.0,7791.0,0,0,20.0,4,1,0,8.0,2,3,7.0,7.0,0.0,5.0
29,0,1,806,1,1,4,1,2,1,76,1,6,4,0,2720.0,18959.0,1,0,18.0,3,4,1,10.0,5,3,10.0,7.0,2.0,8.0
48,0,2,817,2,2,1,2,2,1,56,4,7,2,1,8120.0,18597.0,3,0,12.0,3,4,0,12.0,3,3,2.0,2.0,2.0,2.0
27,0,1,1410,2,3,1,3,4,0,71,4,7,4,0,4647.0,16673.0,1,1,20.0,4,2,2,6.0,3,3,6.0,5.0,0.0,4.0
